variance,mean,max,total,spread,jain,gini,ede,maxmin,feasible,objective,method,runtime_s,routing_calls,evaluated,opt_gap,ede_gap,kind,seed
626.9599999999999,30.2,63.0,151.0,59.0,0.5926185834957765,0.4370860927152318,33.33709936690628,15.75,True,626.9599999999999,weighted_centroid,2.7800000225397525e-05,5,,9.477272727272723,0.33631865573069764,river,3
662.24,29.4,63.0,147.0,61.0,0.5661993973535963,0.4625850340136055,32.649958385114296,31.5,True,662.24,geometric_median,0.00011099999983343878,5,,10.066844919786094,0.3087745882946065,river,3
191.04000000000002,23.4,43.0,117.0,34.0,0.7413484971567831,0.3145299145299145,24.946968467395667,4.777777777777778,True,191.04000000000002,min_sum,0.005180600000130653,350,,2.192513368983957,0.0,river,3
225.03999999999996,28.6,43.0,143.0,36.0,0.7842377756471717,0.2741258741258741,30.08678162212987,6.142857142857143,True,225.03999999999996,min_max,0.005077799999980925,350,,2.760695187165774,0.20602956874105402,river,3
59.84000000000001,44.6,57.0,223.0,22.0,0.9707955100048804,0.0968609865470853,44.92906648635893,1.6285714285714286,True,59.84000000000001,min_range,0.005752499999744032,350,,0.0,0.8009830150336213,river,3
59.84000000000001,44.6,57.0,223.0,22.0,0.9707955100048804,0.0968609865470853,44.92906648635893,1.6285714285714286,True,59.84000000000001,random,0.005172399999992194,350,,0.0,0.8009830150336213,river,3
59.84000000000001,44.6,57.0,223.0,22.0,0.9707955100048804,0.0968609865470853,44.92906648635893,1.6285714285714286,True,59.84000000000001,exhaustive,0.005766400000084104,350,,0.0,0.8009830150336213,river,3
191.04000000000002,23.4,43.0,117.0,34.0,0.7413484971567831,0.3145299145299145,24.946968467395667,4.777777777777778,True,191.04000000000002,exhaustive_ede,0.005787300000065443,350,,2.192513368983957,0.0,river,3
298.16,38.8,55.0,194.0,47.0,0.8346861831891772,0.23298969072164954,40.313485784220426,6.875,True,298.16,ours,0.01839139999992767,650,142.0,0.0,0.1182368333555353,mismatch,0
344.56,34.2,51.0,171.0,47.0,0.7724474970281336,0.28304093567251476,36.05093713757419,12.75,True,344.56,ours_ede,0.018229799999971874,710,154.0,0.1556211430104641,0.0,mismatch,0
342.96000000000004,34.8,60.0,174.0,56.0,0.7793050193050193,0.2919540229885058,36.661504517253974,15.0,True,342.96000000000004,centroid,1.0899999779212521e-05,5,,0.15025489669975856,0.016936241555935042,mismatch,0
350.56000000000006,35.2,57.0,176.0,53.0,0.7794665324609965,0.290909090909091,37.05710450495251,14.25,True,350.56000000000006,weighted_centroid,2.610000001368462e-05,5,,0.1757445666756105,0.027909603668239847,mismatch,0
612.1600000000001,35.2,76.0,176.0,74.0,0.6693171996542783,0.38636363636363646,38.189820438600854,38.0,True,612.1600000000001,geometric_median,0.00010130000009667128,5,,1.053125838475986,0.059329478533788504,mismatch,0
